returns,train_step,method,seed,environment,source
0.0,1210000.0,VapRL,1,Sawyer Peg,baseline
0.0,1220000.0,VapRL,1,Sawyer Peg,baseline
0.0,1230000.0,VapRL,1,Sawyer Peg,baseline
0.0,1240000.0,VapRL,1,Sawyer Peg,baseline
0.0,1250000.0,VapRL,1,Sawyer Peg,baseline
0.0,1260000.0,VapRL,1,Sawyer Peg,baseline
0.0,1270000.0,VapRL,1,Sawyer Peg,baseline
0.0,1280000.0,VapRL,1,Sawyer Peg,baseline
0.0,1290000.0,VapRL,1,Sawyer Peg,baseline
0.0,1300000.0,VapRL,1,Sawyer Peg,baseline
0.0,1310000.0,VapRL,1,Sawyer Peg,baseline
0.0,1320000.0,VapRL,1,Sawyer Peg,baseline
0.0,1330000.0,VapRL,1,Sawyer Peg,baseline
0.0,1340000.0,VapRL,1,Sawyer Peg,baseline
0.0,1350000.0,VapRL,1,Sawyer Peg,baseline
0.0,1360000.0,VapRL,1,Sawyer Peg,baseline
0.0,1370000.0,VapRL,1,Sawyer Peg,baseline
0.0,1380000.0,VapRL,1,Sawyer Peg,baseline
0.0,1390000.0,VapRL,1,Sawyer Peg,baseline
0.0,1400000.0,VapRL,1,Sawyer Peg,baseline
0.0,1410000.0,VapRL,1,Sawyer Peg,baseline
0.0,1420000.0,VapRL,1,Sawyer Peg,baseline
0.0,1430000.0,VapRL,1,Sawyer Peg,baseline
0.0,1440000.0,VapRL,1,Sawyer Peg,baseline
0.0,1450000.0,VapRL,1,Sawyer Peg,baseline
0.0,1460000.0,VapRL,1,Sawyer Peg,baseline
0.0,1470000.0,VapRL,1,Sawyer Peg,baseline
0.0,1480000.0,VapRL,1,Sawyer Peg,baseline
0.0,1490000.0,VapRL,1,Sawyer Peg,baseline
0.0,1500000.0,VapRL,1,Sawyer Peg,baseline
0.0,1510000.0,VapRL,1,Sawyer Peg,baseline
0.0,1520000.0,VapRL,1,Sawyer Peg,baseline
0.0,1530000.0,VapRL,1,Sawyer Peg,baseline
0.0,1540000.0,VapRL,1,Sawyer Peg,baseline
0.0,1550000.0,VapRL,1,Sawyer Peg,baseline
0.0,1560000.0,VapRL,1,Sawyer Peg,baseline
0.0,1570000.0,VapRL,1,Sawyer Peg,baseline
0.0,1580000.0,VapRL,1,Sawyer Peg,baseline
0.0,1590000.0,VapRL,1,Sawyer Peg,baseline
0.0,1600000.0,VapRL,1,Sawyer Peg,baseline
0.0,1610000.0,VapRL,1,Sawyer Peg,baseline
0.0,1620000.0,VapRL,1,Sawyer Peg,baseline
0.0,1630000.0,VapRL,1,Sawyer Peg,baseline
0.0,1640000.0,VapRL,1,Sawyer Peg,baseline
0.0,1650000.0,VapRL,1,Sawyer Peg,baseline
0.0,1660000.0,VapRL,1,Sawyer Peg,baseline
0.0,1670000.0,VapRL,1,Sawyer Peg,baseline
0.0,1680000.0,VapRL,1,Sawyer Peg,baseline
0.0,1690000.0,VapRL,1,Sawyer Peg,baseline
0.0,1700000.0,VapRL,1,Sawyer Peg,baseline
0.0,1710000.0,VapRL,1,Sawyer Peg,baseline
0.0,1720000.0,VapRL,1,Sawyer Peg,baseline
0.0,1730000.0,VapRL,1,Sawyer Peg,baseline
0.0,1740000.0,VapRL,1,Sawyer Peg,baseline
0.0,1750000.0,VapRL,1,Sawyer Peg,baseline
0.0,1760000.0,VapRL,1,Sawyer Peg,baseline
0.0,1770000.0,VapRL,1,Sawyer Peg,baseline
0.1,1780000.0,VapRL,1,Sawyer Peg,baseline
0.0,1790000.0,VapRL,1,Sawyer Peg,baseline
0.0,1800000.0,VapRL,1,Sawyer Peg,baseline
0.0,1810000.0,VapRL,1,Sawyer Peg,baseline
0.0,1820000.0,VapRL,1,Sawyer Peg,baseline
0.0,1830000.0,VapRL,1,Sawyer Peg,baseline
0.0,1840000.0,VapRL,1,Sawyer Peg,baseline
0.0,1850000.0,VapRL,1,Sawyer Peg,baseline
0.0,1860000.0,VapRL,1,Sawyer Peg,baseline
0.0,1870000.0,VapRL,1,Sawyer Peg,baseline
0.0,1880000.0,VapRL,1,Sawyer Peg,baseline
0.0,1890000.0,VapRL,1,Sawyer Peg,baseline
0.0,1900000.0,VapRL,1,Sawyer Peg,baseline
0.0,1910000.0,VapRL,1,Sawyer Peg,baseline
0.0,1920000.0,VapRL,1,Sawyer Peg,baseline
0.0,1930000.0,VapRL,1,Sawyer Peg,baseline
0.2,1940000.0,VapRL,1,Sawyer Peg,baseline
0.0,1950000.0,VapRL,1,Sawyer Peg,baseline
0.0,1960000.0,VapRL,1,Sawyer Peg,baseline
0.0,1970000.0,VapRL,1,Sawyer Peg,baseline
0.0,1980000.0,VapRL,1,Sawyer Peg,baseline
0.0,1990000.0,VapRL,1,Sawyer Peg,baseline
0.0,2000000.0,VapRL,1,Sawyer Peg,baseline
0.0,2010000.0,VapRL,1,Sawyer Peg,baseline
0.0,2020000.0,VapRL,1,Sawyer Peg,baseline
0.0,2030000.0,VapRL,1,Sawyer Peg,baseline
0.1,2040000.0,VapRL,1,Sawyer Peg,baseline
0.0,2050000.0,VapRL,1,Sawyer Peg,baseline
0.0,2060000.0,VapRL,1,Sawyer Peg,baseline
0.0,2070000.0,VapRL,1,Sawyer Peg,baseline
0.0,2080000.0,VapRL,1,Sawyer Peg,baseline
0.0,2090000.0,VapRL,1,Sawyer Peg,baseline
0.0,2100000.0,VapRL,1,Sawyer Peg,baseline
0.0,2110000.0,VapRL,1,Sawyer Peg,baseline
0.0,2120000.0,VapRL,1,Sawyer Peg,baseline
0.0,2130000.0,VapRL,1,Sawyer Peg,baseline
0.0,2140000.0,VapRL,1,Sawyer Peg,baseline
0.0,2150000.0,VapRL,1,Sawyer Peg,baseline
0.0,2160000.0,VapRL,1,Sawyer Peg,baseline
0.1,2170000.0,VapRL,1,Sawyer Peg,baseline
0.0,2180000.0,VapRL,1,Sawyer Peg,baseline
0.0,2190000.0,VapRL,1,Sawyer Peg,baseline
0.0,2200000.0,VapRL,1,Sawyer Peg,baseline
0.0,2210000.0,VapRL,1,Sawyer Peg,baseline
0.0,2220000.0,VapRL,1,Sawyer Peg,baseline
0.0,2230000.0,VapRL,1,Sawyer Peg,baseline
0.0,2240000.0,VapRL,1,Sawyer Peg,baseline
0.0,2250000.0,VapRL,1,Sawyer Peg,baseline
0.0,2260000.0,VapRL,1,Sawyer Peg,baseline
0.0,2270000.0,VapRL,1,Sawyer Peg,baseline
0.0,2280000.0,VapRL,1,Sawyer Peg,baseline
0.0,2290000.0,VapRL,1,Sawyer Peg,baseline
0.0,2300000.0,VapRL,1,Sawyer Peg,baseline
0.0,2310000.0,VapRL,1,Sawyer Peg,baseline
0.0,2320000.0,VapRL,1,Sawyer Peg,baseline
0.0,2330000.0,VapRL,1,Sawyer Peg,baseline
0.0,2340000.0,VapRL,1,Sawyer Peg,baseline
0.0,2350000.0,VapRL,1,Sawyer Peg,baseline
0.0,2360000.0,VapRL,1,Sawyer Peg,baseline
0.0,2370000.0,VapRL,1,Sawyer Peg,baseline
0.0,2380000.0,VapRL,1,Sawyer Peg,baseline
0.0,2390000.0,VapRL,1,Sawyer Peg,baseline
0.0,2400000.0,VapRL,1,Sawyer Peg,baseline
0.0,2410000.0,VapRL,1,Sawyer Peg,baseline
0.1,2420000.0,VapRL,1,Sawyer Peg,baseline
0.0,2430000.0,VapRL,1,Sawyer Peg,baseline
0.0,2440000.0,VapRL,1,Sawyer Peg,baseline
0.1,2450000.0,VapRL,1,Sawyer Peg,baseline
0.0,2460000.0,VapRL,1,Sawyer Peg,baseline
0.0,2470000.0,VapRL,1,Sawyer Peg,baseline
0.0,2480000.0,VapRL,1,Sawyer Peg,baseline
0.0,2490000.0,VapRL,1,Sawyer Peg,baseline
0.0,2500000.0,VapRL,1,Sawyer Peg,baseline
0.0,2510000.0,VapRL,1,Sawyer Peg,baseline
0.0,2520000.0,VapRL,1,Sawyer Peg,baseline
0.0,2530000.0,VapRL,1,Sawyer Peg,baseline
0.0,2540000.0,VapRL,1,Sawyer Peg,baseline
0.0,2550000.0,VapRL,1,Sawyer Peg,baseline
0.0,2560000.0,VapRL,1,Sawyer Peg,baseline
0.0,2570000.0,VapRL,1,Sawyer Peg,baseline
0.1,2580000.0,VapRL,1,Sawyer Peg,baseline
0.0,2590000.0,VapRL,1,Sawyer Peg,baseline
0.0,2600000.0,VapRL,1,Sawyer Peg,baseline
0.0,2610000.0,VapRL,1,Sawyer Peg,baseline
0.0,2620000.0,VapRL,1,Sawyer Peg,baseline
0.0,2630000.0,VapRL,1,Sawyer Peg,baseline
0.0,2640000.0,VapRL,1,Sawyer Peg,baseline
0.0,2650000.0,VapRL,1,Sawyer Peg,baseline
0.0,2660000.0,VapRL,1,Sawyer Peg,baseline
0.0,2670000.0,VapRL,1,Sawyer Peg,baseline
0.0,2680000.0,VapRL,1,Sawyer Peg,baseline
0.1,2690000.0,VapRL,1,Sawyer Peg,baseline
0.0,2700000.0,VapRL,1,Sawyer Peg,baseline
0.0,2710000.0,VapRL,1,Sawyer Peg,baseline
0.0,2720000.0,VapRL,1,Sawyer Peg,baseline
0.0,2730000.0,VapRL,1,Sawyer Peg,baseline
0.0,2740000.0,VapRL,1,Sawyer Peg,baseline
0.0,2750000.0,VapRL,1,Sawyer Peg,baseline
0.0,2760000.0,VapRL,1,Sawyer Peg,baseline
0.0,2770000.0,VapRL,1,Sawyer Peg,baseline
0.0,2780000.0,VapRL,1,Sawyer Peg,baseline
0.0,2790000.0,VapRL,1,Sawyer Peg,baseline
0.0,2800000.0,VapRL,1,Sawyer Peg,baseline
0.0,2810000.0,VapRL,1,Sawyer Peg,baseline
0.0,2820000.0,VapRL,1,Sawyer Peg,baseline
0.0,2830000.0,VapRL,1,Sawyer Peg,baseline
0.0,2840000.0,VapRL,1,Sawyer Peg,baseline
0.0,2850000.0,VapRL,1,Sawyer Peg,baseline
0.0,2860000.0,VapRL,1,Sawyer Peg,baseline
0.0,2870000.0,VapRL,1,Sawyer Peg,baseline
0.0,2880000.0,VapRL,1,Sawyer Peg,baseline
0.0,2890000.0,VapRL,1,Sawyer Peg,baseline
0.0,2900000.0,VapRL,1,Sawyer Peg,baseline
0.0,2910000.0,VapRL,1,Sawyer Peg,baseline
0.0,2920000.0,VapRL,1,Sawyer Peg,baseline
0.0,2930000.0,VapRL,1,Sawyer Peg,baseline
0.0,2940000.0,VapRL,1,Sawyer Peg,baseline
0.0,2950000.0,VapRL,1,Sawyer Peg,baseline
0.0,2960000.0,VapRL,1,Sawyer Peg,baseline
0.0,2970000.0,VapRL,1,Sawyer Peg,baseline
0.0,2980000.0,VapRL,1,Sawyer Peg,baseline
0.0,2990000.0,VapRL,1,Sawyer Peg,baseline
0.0,3000000.0,VapRL,1,Sawyer Peg,baseline
0.0,3010000.0,VapRL,1,Sawyer Peg,baseline
0.0,3020000.0,VapRL,1,Sawyer Peg,baseline
0.0,3030000.0,VapRL,1,Sawyer Peg,baseline
0.0,3040000.0,VapRL,1,Sawyer Peg,baseline
0.0,3050000.0,VapRL,1,Sawyer Peg,baseline
0.0,3060000.0,VapRL,1,Sawyer Peg,baseline
0.0,3070000.0,VapRL,1,Sawyer Peg,baseline
0.4,3080000.0,VapRL,1,Sawyer Peg,baseline
0.0,3090000.0,VapRL,1,Sawyer Peg,baseline
0.0,3100000.0,VapRL,1,Sawyer Peg,baseline
0.0,3110000.0,VapRL,1,Sawyer Peg,baseline
0.0,3120000.0,VapRL,1,Sawyer Peg,baseline
0.0,3130000.0,VapRL,1,Sawyer Peg,baseline
0.0,3140000.0,VapRL,1,Sawyer Peg,baseline
0.0,3150000.0,VapRL,1,Sawyer Peg,baseline
0.0,3160000.0,VapRL,1,Sawyer Peg,baseline
0.0,3170000.0,VapRL,1,Sawyer Peg,baseline
0.0,3180000.0,VapRL,1,Sawyer Peg,baseline
0.0,3190000.0,VapRL,1,Sawyer Peg,baseline
0.0,3200000.0,VapRL,1,Sawyer Peg,baseline
0.0,3210000.0,VapRL,1,Sawyer Peg,baseline
0.0,3220000.0,VapRL,1,Sawyer Peg,baseline
0.0,3230000.0,VapRL,1,Sawyer Peg,baseline
0.0,3240000.0,VapRL,1,Sawyer Peg,baseline
0.0,3250000.0,VapRL,1,Sawyer Peg,baseline
0.0,3260000.0,VapRL,1,Sawyer Peg,baseline
0.0,3270000.0,VapRL,1,Sawyer Peg,baseline
0.0,3280000.0,VapRL,1,Sawyer Peg,baseline
0.0,3290000.0,VapRL,1,Sawyer Peg,baseline
0.0,3300000.0,VapRL,1,Sawyer Peg,baseline
0.0,3310000.0,VapRL,1,Sawyer Peg,baseline
0.0,3320000.0,VapRL,1,Sawyer Peg,baseline
0.0,3330000.0,VapRL,1,Sawyer Peg,baseline
0.0,3340000.0,VapRL,1,Sawyer Peg,baseline
0.0,3350000.0,VapRL,1,Sawyer Peg,baseline
0.0,3360000.0,VapRL,1,Sawyer Peg,baseline
0.0,3370000.0,VapRL,1,Sawyer Peg,baseline
0.0,3380000.0,VapRL,1,Sawyer Peg,baseline
0.0,3390000.0,VapRL,1,Sawyer Peg,baseline
0.0,3400000.0,VapRL,1,Sawyer Peg,baseline
0.0,3410000.0,VapRL,1,Sawyer Peg,baseline
0.0,3420000.0,VapRL,1,Sawyer Peg,baseline
0.0,3430000.0,VapRL,1,Sawyer Peg,baseline
0.0,3440000.0,VapRL,1,Sawyer Peg,baseline
0.0,3450000.0,VapRL,1,Sawyer Peg,baseline
0.0,3460000.0,VapRL,1,Sawyer Peg,baseline
0.0,3470000.0,VapRL,1,Sawyer Peg,baseline
0.0,3480000.0,VapRL,1,Sawyer Peg,baseline
0.0,3490000.0,VapRL,1,Sawyer Peg,baseline
0.0,3500000.0,VapRL,1,Sawyer Peg,baseline
0.0,3510000.0,VapRL,1,Sawyer Peg,baseline
0.0,3520000.0,VapRL,1,Sawyer Peg,baseline
0.4,3530000.0,VapRL,1,Sawyer Peg,baseline
0.0,3540000.0,VapRL,1,Sawyer Peg,baseline
0.0,3550000.0,VapRL,1,Sawyer Peg,baseline
0.0,3560000.0,VapRL,1,Sawyer Peg,baseline
0.0,3570000.0,VapRL,1,Sawyer Peg,baseline
0.0,3580000.0,VapRL,1,Sawyer Peg,baseline
0.0,3590000.0,VapRL,1,Sawyer Peg,baseline
0.0,3600000.0,VapRL,1,Sawyer Peg,baseline
0.0,3610000.0,VapRL,1,Sawyer Peg,baseline
0.0,3620000.0,VapRL,1,Sawyer Peg,baseline
0.2,3630000.0,VapRL,1,Sawyer Peg,baseline
0.0,3640000.0,VapRL,1,Sawyer Peg,baseline
0.0,3650000.0,VapRL,1,Sawyer Peg,baseline
0.0,3660000.0,VapRL,1,Sawyer Peg,baseline
0.0,3670000.0,VapRL,1,Sawyer Peg,baseline
0.0,3680000.0,VapRL,1,Sawyer Peg,baseline
0.0,3690000.0,VapRL,1,Sawyer Peg,baseline
0.0,3700000.0,VapRL,1,Sawyer Peg,baseline
0.0,3710000.0,VapRL,1,Sawyer Peg,baseline
0.0,3720000.0,VapRL,1,Sawyer Peg,baseline
0.1,3730000.0,VapRL,1,Sawyer Peg,baseline
0.3,3740000.0,VapRL,1,Sawyer Peg,baseline
0.1,3750000.0,VapRL,1,Sawyer Peg,baseline
0.0,3760000.0,VapRL,1,Sawyer Peg,baseline
0.0,3770000.0,VapRL,1,Sawyer Peg,baseline
0.0,3780000.0,VapRL,1,Sawyer Peg,baseline
0.0,3790000.0,VapRL,1,Sawyer Peg,baseline
0.0,3800000.0,VapRL,1,Sawyer Peg,baseline
0.0,3810000.0,VapRL,1,Sawyer Peg,baseline
0.0,3820000.0,VapRL,1,Sawyer Peg,baseline
0.0,3830000.0,VapRL,1,Sawyer Peg,baseline
0.0,3840000.0,VapRL,1,Sawyer Peg,baseline
0.0,3850000.0,VapRL,1,Sawyer Peg,baseline
0.0,3860000.0,VapRL,1,Sawyer Peg,baseline
0.0,3870000.0,VapRL,1,Sawyer Peg,baseline
0.0,3880000.0,VapRL,1,Sawyer Peg,baseline
0.0,3890000.0,VapRL,1,Sawyer Peg,baseline
0.0,3900000.0,VapRL,1,Sawyer Peg,baseline
0.0,3910000.0,VapRL,1,Sawyer Peg,baseline
0.0,3920000.0,VapRL,1,Sawyer Peg,baseline
0.0,3930000.0,VapRL,1,Sawyer Peg,baseline
0.0,3940000.0,VapRL,1,Sawyer Peg,baseline
0.0,3950000.0,VapRL,1,Sawyer Peg,baseline
0.0,3960000.0,VapRL,1,Sawyer Peg,baseline
0.0,3970000.0,VapRL,1,Sawyer Peg,baseline
0.0,3980000.0,VapRL,1,Sawyer Peg,baseline
0.0,3990000.0,VapRL,1,Sawyer Peg,baseline
0.0,4000000.0,VapRL,1,Sawyer Peg,baseline
0.0,4010000.0,VapRL,1,Sawyer Peg,baseline
0.0,4020000.0,VapRL,1,Sawyer Peg,baseline
0.0,4030000.0,VapRL,1,Sawyer Peg,baseline
0.0,4040000.0,VapRL,1,Sawyer Peg,baseline
0.0,4050000.0,VapRL,1,Sawyer Peg,baseline
0.0,4060000.0,VapRL,1,Sawyer Peg,baseline
0.0,4070000.0,VapRL,1,Sawyer Peg,baseline
0.0,4080000.0,VapRL,1,Sawyer Peg,baseline
0.0,4090000.0,VapRL,1,Sawyer Peg,baseline
0.0,4100000.0,VapRL,1,Sawyer Peg,baseline
0.0,4110000.0,VapRL,1,Sawyer Peg,baseline
0.0,4120000.0,VapRL,1,Sawyer Peg,baseline
0.0,4130000.0,VapRL,1,Sawyer Peg,baseline
0.0,4140000.0,VapRL,1,Sawyer Peg,baseline
0.0,4150000.0,VapRL,1,Sawyer Peg,baseline
0.0,4160000.0,VapRL,1,Sawyer Peg,baseline
0.0,4170000.0,VapRL,1,Sawyer Peg,baseline
0.0,4180000.0,VapRL,1,Sawyer Peg,baseline
0.0,4190000.0,VapRL,1,Sawyer Peg,baseline
0.0,4200000.0,VapRL,1,Sawyer Peg,baseline
0.0,4210000.0,VapRL,1,Sawyer Peg,baseline
0.0,4220000.0,VapRL,1,Sawyer Peg,baseline
0.0,4230000.0,VapRL,1,Sawyer Peg,baseline
0.0,4240000.0,VapRL,1,Sawyer Peg,baseline
0.0,4250000.0,VapRL,1,Sawyer Peg,baseline
0.0,4260000.0,VapRL,1,Sawyer Peg,baseline
0.0,4270000.0,VapRL,1,Sawyer Peg,baseline
0.0,4280000.0,VapRL,1,Sawyer Peg,baseline
0.0,4290000.0,VapRL,1,Sawyer Peg,baseline
0.0,4300000.0,VapRL,1,Sawyer Peg,baseline
0.0,4310000.0,VapRL,1,Sawyer Peg,baseline
0.0,4320000.0,VapRL,1,Sawyer Peg,baseline
0.0,4330000.0,VapRL,1,Sawyer Peg,baseline
0.0,4340000.0,VapRL,1,Sawyer Peg,baseline
0.0,4350000.0,VapRL,1,Sawyer Peg,baseline
0.0,4360000.0,VapRL,1,Sawyer Peg,baseline
0.0,4370000.0,VapRL,1,Sawyer Peg,baseline
0.0,4380000.0,VapRL,1,Sawyer Peg,baseline
0.0,4390000.0,VapRL,1,Sawyer Peg,baseline
0.0,4400000.0,VapRL,1,Sawyer Peg,baseline
0.0,4410000.0,VapRL,1,Sawyer Peg,baseline
0.0,4420000.0,VapRL,1,Sawyer Peg,baseline
0.0,4430000.0,VapRL,1,Sawyer Peg,baseline
0.0,4440000.0,VapRL,1,Sawyer Peg,baseline
0.0,4450000.0,VapRL,1,Sawyer Peg,baseline
0.0,4460000.0,VapRL,1,Sawyer Peg,baseline
0.0,4470000.0,VapRL,1,Sawyer Peg,baseline
0.0,4480000.0,VapRL,1,Sawyer Peg,baseline
0.0,4490000.0,VapRL,1,Sawyer Peg,baseline
0.0,4500000.0,VapRL,1,Sawyer Peg,baseline
0.0,4510000.0,VapRL,1,Sawyer Peg,baseline
0.0,4520000.0,VapRL,1,Sawyer Peg,baseline
0.0,4530000.0,VapRL,1,Sawyer Peg,baseline
0.0,4540000.0,VapRL,1,Sawyer Peg,baseline
0.0,4550000.0,VapRL,1,Sawyer Peg,baseline
0.0,4560000.0,VapRL,1,Sawyer Peg,baseline
0.0,4570000.0,VapRL,1,Sawyer Peg,baseline
0.0,4580000.0,VapRL,1,Sawyer Peg,baseline
0.0,4590000.0,VapRL,1,Sawyer Peg,baseline
0.0,4600000.0,VapRL,1,Sawyer Peg,baseline
0.0,4610000.0,VapRL,1,Sawyer Peg,baseline
0.0,4620000.0,VapRL,1,Sawyer Peg,baseline
0.0,4630000.0,VapRL,1,Sawyer Peg,baseline
0.0,4640000.0,VapRL,1,Sawyer Peg,baseline
0.0,4650000.0,VapRL,1,Sawyer Peg,baseline
0.0,4660000.0,VapRL,1,Sawyer Peg,baseline
0.0,4670000.0,VapRL,1,Sawyer Peg,baseline
0.0,4680000.0,VapRL,1,Sawyer Peg,baseline
0.0,4690000.0,VapRL,1,Sawyer Peg,baseline
0.0,4700000.0,VapRL,1,Sawyer Peg,baseline
0.0,4710000.0,VapRL,1,Sawyer Peg,baseline
0.0,4720000.0,VapRL,1,Sawyer Peg,baseline
0.0,4730000.0,VapRL,1,Sawyer Peg,baseline
0.0,4740000.0,VapRL,1,Sawyer Peg,baseline
0.0,4750000.0,VapRL,1,Sawyer Peg,baseline
0.0,4760000.0,VapRL,1,Sawyer Peg,baseline
0.0,4770000.0,VapRL,1,Sawyer Peg,baseline
0.0,4780000.0,VapRL,1,Sawyer Peg,baseline
0.0,4790000.0,VapRL,1,Sawyer Peg,baseline
0.0,4800000.0,VapRL,1,Sawyer Peg,baseline
0.0,4810000.0,VapRL,1,Sawyer Peg,baseline
0.0,4820000.0,VapRL,1,Sawyer Peg,baseline
0.0,4830000.0,VapRL,1,Sawyer Peg,baseline
0.0,4840000.0,VapRL,1,Sawyer Peg,baseline
0.0,4850000.0,VapRL,1,Sawyer Peg,baseline
0.0,4860000.0,VapRL,1,Sawyer Peg,baseline
0.0,4870000.0,VapRL,1,Sawyer Peg,baseline
0.0,4880000.0,VapRL,1,Sawyer Peg,baseline
0.0,4890000.0,VapRL,1,Sawyer Peg,baseline
0.0,4900000.0,VapRL,1,Sawyer Peg,baseline
0.0,4910000.0,VapRL,1,Sawyer Peg,baseline
0.0,4920000.0,VapRL,1,Sawyer Peg,baseline
0.0,4930000.0,VapRL,1,Sawyer Peg,baseline
0.0,4940000.0,VapRL,1,Sawyer Peg,baseline
0.0,4950000.0,VapRL,1,Sawyer Peg,baseline
0.0,4960000.0,VapRL,1,Sawyer Peg,baseline
0.0,4970000.0,VapRL,1,Sawyer Peg,baseline
0.0,4980000.0,VapRL,1,Sawyer Peg,baseline
0.0,4990000.0,VapRL,1,Sawyer Peg,baseline
0.0,5000000.0,VapRL,1,Sawyer Peg,baseline
0.0,5010000.0,VapRL,1,Sawyer Peg,baseline
0.0,5020000.0,VapRL,1,Sawyer Peg,baseline
0.0,5030000.0,VapRL,1,Sawyer Peg,baseline
0.0,5040000.0,VapRL,1,Sawyer Peg,baseline
0.0,5050000.0,VapRL,1,Sawyer Peg,baseline
0.0,5060000.0,VapRL,1,Sawyer Peg,baseline
0.0,5070000.0,VapRL,1,Sawyer Peg,baseline
0.0,5080000.0,VapRL,1,Sawyer Peg,baseline
0.0,5090000.0,VapRL,1,Sawyer Peg,baseline
0.0,5100000.0,VapRL,1,Sawyer Peg,baseline
0.0,5110000.0,VapRL,1,Sawyer Peg,baseline
0.0,5120000.0,VapRL,1,Sawyer Peg,baseline
0.0,5130000.0,VapRL,1,Sawyer Peg,baseline
0.0,5140000.0,VapRL,1,Sawyer Peg,baseline
0.0,5150000.0,VapRL,1,Sawyer Peg,baseline
0.0,5160000.0,VapRL,1,Sawyer Peg,baseline
0.0,5170000.0,VapRL,1,Sawyer Peg,baseline
0.1,5180000.0,VapRL,1,Sawyer Peg,baseline
0.0,5190000.0,VapRL,1,Sawyer Peg,baseline
0.0,5200000.0,VapRL,1,Sawyer Peg,baseline
0.0,5210000.0,VapRL,1,Sawyer Peg,baseline
0.0,5220000.0,VapRL,1,Sawyer Peg,baseline
0.0,5230000.0,VapRL,1,Sawyer Peg,baseline
0.0,5240000.0,VapRL,1,Sawyer Peg,baseline
0.0,5250000.0,VapRL,1,Sawyer Peg,baseline
0.0,5260000.0,VapRL,1,Sawyer Peg,baseline
0.0,5270000.0,VapRL,1,Sawyer Peg,baseline
0.0,5280000.0,VapRL,1,Sawyer Peg,baseline
0.0,5290000.0,VapRL,1,Sawyer Peg,baseline
0.0,5300000.0,VapRL,1,Sawyer Peg,baseline
0.0,5310000.0,VapRL,1,Sawyer Peg,baseline
0.0,5320000.0,VapRL,1,Sawyer Peg,baseline
0.0,5330000.0,VapRL,1,Sawyer Peg,baseline
0.0,5340000.0,VapRL,1,Sawyer Peg,baseline
0.0,5350000.0,VapRL,1,Sawyer Peg,baseline
0.0,5360000.0,VapRL,1,Sawyer Peg,baseline
0.0,5370000.0,VapRL,1,Sawyer Peg,baseline
0.0,5380000.0,VapRL,1,Sawyer Peg,baseline
0.0,5390000.0,VapRL,1,Sawyer Peg,baseline
0.0,5400000.0,VapRL,1,Sawyer Peg,baseline
0.0,5410000.0,VapRL,1,Sawyer Peg,baseline
0.0,5420000.0,VapRL,1,Sawyer Peg,baseline
0.0,5430000.0,VapRL,1,Sawyer Peg,baseline
0.0,5440000.0,VapRL,1,Sawyer Peg,baseline
0.0,5450000.0,VapRL,1,Sawyer Peg,baseline
0.0,5460000.0,VapRL,1,Sawyer Peg,baseline
0.0,5470000.0,VapRL,1,Sawyer Peg,baseline
0.0,5480000.0,VapRL,1,Sawyer Peg,baseline
0.0,5490000.0,VapRL,1,Sawyer Peg,baseline
0.0,5500000.0,VapRL,1,Sawyer Peg,baseline
0.0,5510000.0,VapRL,1,Sawyer Peg,baseline
0.0,5520000.0,VapRL,1,Sawyer Peg,baseline
0.0,5530000.0,VapRL,1,Sawyer Peg,baseline
0.0,5540000.0,VapRL,1,Sawyer Peg,baseline
0.0,5550000.0,VapRL,1,Sawyer Peg,baseline
0.0,5560000.0,VapRL,1,Sawyer Peg,baseline
0.0,5570000.0,VapRL,1,Sawyer Peg,baseline
0.0,5580000.0,VapRL,1,Sawyer Peg,baseline
0.0,5590000.0,VapRL,1,Sawyer Peg,baseline
0.0,5600000.0,VapRL,1,Sawyer Peg,baseline
0.0,5610000.0,VapRL,1,Sawyer Peg,baseline
0.0,5620000.0,VapRL,1,Sawyer Peg,baseline
0.0,5630000.0,VapRL,1,Sawyer Peg,baseline
0.0,5640000.0,VapRL,1,Sawyer Peg,baseline
0.0,5650000.0,VapRL,1,Sawyer Peg,baseline
0.0,5660000.0,VapRL,1,Sawyer Peg,baseline
0.0,5670000.0,VapRL,1,Sawyer Peg,baseline
0.0,5680000.0,VapRL,1,Sawyer Peg,baseline
0.0,5690000.0,VapRL,1,Sawyer Peg,baseline
0.0,10000.0,VapRL,2,Sawyer Peg,baseline
0.0,20000.0,VapRL,2,Sawyer Peg,baseline
0.0,30000.0,VapRL,2,Sawyer Peg,baseline
0.0,40000.0,VapRL,2,Sawyer Peg,baseline
0.0,50000.0,VapRL,2,Sawyer Peg,baseline
0.0,60000.0,VapRL,2,Sawyer Peg,baseline
0.0,70000.0,VapRL,2,Sawyer Peg,baseline
0.0,80000.0,VapRL,2,Sawyer Peg,baseline
0.0,90000.0,VapRL,2,Sawyer Peg,baseline
0.0,100000.0,VapRL,2,Sawyer Peg,baseline
0.0,110000.0,VapRL,2,Sawyer Peg,baseline
0.0,120000.0,VapRL,2,Sawyer Peg,baseline
0.0,130000.0,VapRL,2,Sawyer Peg,baseline
0.0,140000.0,VapRL,2,Sawyer Peg,baseline
0.0,150000.0,VapRL,2,Sawyer Peg,baseline
0.0,160000.0,VapRL,2,Sawyer Peg,baseline
0.0,170000.0,VapRL,2,Sawyer Peg,baseline
